DATE,TEMPERATURE
2016-12-13-23:00,56.4
2016-12-13-23:15,56.4
2016-12-13-23:30,56.4
2016-12-13-23:45,56.4
2016-12-14-00:00,56.4
2016-12-14-00:15,56.4
2016-12-14-00:30,56.6
2016-12-14-00:45,56.4
2016-12-14-01:00,56.4
2016-12-14-01:15,56.4
2016-12-14-01:30,56.4
2016-12-14-01:45,56.6
2016-12-14-02:00,56.6
2016-12-14-02:15,56.4
2016-12-14-02:30,56.6
2016-12-14-02:45,56.6
2016-12-14-03:00,56.6
2016-12-14-03:15,56.6
2016-12-14-03:30,56.6
2016-12-14-03:45,56.6
2016-12-14-04:00,56.6
2016-12-14-04:15,56.6
2016-12-14-04:30,56.6
2016-12-14-04:45,56.8
2016-12-14-05:00,56.6
2016-12-14-05:15,56.6
2016-12-14-05:30,56.6
2016-12-14-05:45,56.6
2016-12-14-06:00,56.8
2016-12-14-06:15,56.8
2016-12-14-06:30,56.8
2016-12-14-06:45,56.8
2016-12-14-07:00,56.8
2016-12-14-07:15,56.8
2016-12-14-07:30,56.8
2016-12-14-07:45,56.8
2016-12-14-08:00,56.8
2016-12-14-08:15,56.8
2016-12-14-08:30,56.8
2016-12-14-08:45,56.8
2016-12-14-09:00,56.8
2016-12-14-09:15,56.8
2016-12-14-09:30,56.8
2016-12-14-09:45,56.8
2016-12-14-10:00,56.8
2016-12-14-10:15,56.8
2016-12-14-10:30,56.8
2016-12-14-10:45,56.8
2016-12-14-11:00,56.8
2016-12-14-11:15,56.8
2016-12-14-11:30,56.8
2016-12-14-11:45,56.8
2016-12-14-12:00,57.0
2016-12-14-12:15,57.0
2016-12-14-12:30,56.8
2016-12-14-12:45,56.8
2016-12-14-13:00,56.8
2016-12-14-13:15,57.0
2016-12-14-13:30,57.0
2016-12-14-13:45,57.0
2016-12-14-14:00,57.0
2016-12-14-14:15,57.0
2016-12-14-14:30,57.0
2016-12-14-14:45,57.0
2016-12-14-15:00,57.0
2016-12-14-15:15,57.0
2016-12-14-15:30,57.0
2016-12-14-15:45,57.0
2016-12-14-16:00,57.2
2016-12-14-16:15,57.2
2016-12-14-16:30,57.2
2016-12-14-16:45,57.2
2016-12-14-17:00,57.2
2016-12-14-17:15,57.2
2016-12-14-17:30,57.2
2016-12-14-17:45,57.2
2016-12-14-18:00,57.2
2016-12-14-18:15,57.2
2016-12-14-18:30,57.2
2016-12-14-18:45,57.2
2016-12-14-19:00,57.2
2016-12-14-19:15,57.2
2016-12-14-19:30,57.2
2016-12-14-19:45,57.2
2016-12-14-20:00,57.2
2016-12-14-20:15,57.2
2016-12-14-20:30,57.2
2016-12-14-20:45,57.2
2016-12-14-21:00,57.2
2016-12-14-21:15,57.2
2016-12-14-21:30,57.2
2016-12-14-21:45,57.2
2016-12-14-22:00,57.3
2016-12-14-22:15,57.2
2016-12-14-22:30,57.2
2016-12-14-22:45,57.2
2016-12-14-23:00,57.3
2016-12-14-23:15,57.3
2016-12-14-23:30,57.3
2016-12-14-23:45,57.3
2016-12-15-00:00,57.3
2016-12-15-00:15,57.3
2016-12-15-00:30,57.3
2016-12-15-00:45,57.3
2016-12-15-01:00,57.3
2016-12-15-01:15,57.3
2016-12-15-01:30,57.3
2016-12-15-01:45,57.3
2016-12-15-02:00,57.3
2016-12-15-02:15,57.3
2016-12-15-02:30,57.3
2016-12-15-02:45,57.3
2016-12-15-03:00,57.3
2016-12-15-03:15,57.3
2016-12-15-03:30,57.3
2016-12-15-03:45,57.3
2016-12-15-04:00,57.3
2016-12-15-04:15,57.3
2016-12-15-04:30,57.3
2016-12-15-04:45,57.3
